FUENTE;FUENTE 2;FECHA;HORA;ORIGEN;DESTINO;CANTIDAD;MONTO;INFRAESTRUCTURA;INSUMOS MEDICOS;EQUIPAMIENTO;IMPLEMENTOS DE BIOSEGURIDAD;CONCEPTO;ESTADO;NOTICIA
SICOES;ESTATAL;19/05/2020;;Universidad Autonoma Del Beni Jose Ballivian;BENI;;;OK;;;;ANPE;Adjudicado;Remodelacion De Pabellon Como Centro Aislamiento Para Sospechosos Covid-19 En Campo Ferial Universidad AutÛnoma Del Beni JosÈ Ballivian En Trinidad
SICOES;ESTATAL;19/05/2020;;Concejo Municipal De La Paz;LA PAZ;;;;;;OK;EM;Contratado;Adquisicion De Insumos De Bioseguridad Para La Prevencion Del Contagio Del Coronavirus (Covid-19), En Centros De Salud Y Espacios Municipales, A Cargo Del Concejo Municipal De La Paz
SICOES;ESTATAL;19/05/2020;;Direccion Administrativa Y Financiera - Organo Judicial - Beni;BENI;;;;;;OK;CM;Contratado;Compra De Material De Bioseguridad En Resguardo A La Salud Por La Pandemia Covid19 Para El Personal Del Tdj Del Beni
SICOES;ESTATAL;19/05/2020;;Concejo Municipal De La Paz;LA PAZ;;;;;;OK;EM;Contratado;Adquisicicion De Lentes De Seguridad Y Termometros Infrarrojos De Bioseguridad Para La Prevencion Del Contagio Del Coronavirus (Covid-19), En Centros De Salud Y Espacios Municipales, A Cargo Del Concejo Municipal De La Paz
SICOES;ESTATAL;20/05/2020;;Gobierno Autonomo Municipal De Sacaba;COCHABAMBA;;;;;OK;;OF;Contratado;Prevencion, Control Y Atencion Del Coronavirus (Adquisicion De Oxigeno Medicinal Para La Atencion De Pacientes Con Covid-19) Bajo La Modalidad De Contratacion Directa
SICOES;ESTATAL;20/05/2020;;Gobierno Autonomo Municipal De San Buenaventura;LA PAZ;;;;;;OK;EM;Contratado;Compra De Equipos De Bioseguridad E Insumos Medicos Por Emergencia Sanitaria Nacional Covid-19 Para El Municipio De San Buenaventura
SICOES;ESTATAL;20/05/2020;;Concejo Municipal De La Paz;LA PAZ;;;;;OK;;EM;Contratado;Adquisicion De Camaras De Desinfeccion Para La Prevencion Del Contagio Del Coronavirus (Covid-19) En Espacios Municipales A Cargo Del Concejo Municipal De La Paz
SICOES;ESTATAL;21/05/2020;;Gobierno Autonomo Municipal De Vinto;COCHABAMBA;;;;;;OK;CM;Contratado;Compra De Ropa De Trabajo Para Los Centros De Salud Y El Hospital Municipal De Vinto Por La Pandemia Mundial Covid-19
SICOES;ESTATAL;21/05/2020;;Gobierno AutÛnomo Departamental De La Paz;LA PAZ;;;;;OK;;EM;Contratado;Adquisicion De Arroz Perlado, Fideo, Azucar Y Aceite Comestible Para La Atencion De Emergencia Sanitaria Covid - 19
SICOES;ESTATAL;21/05/2020;;Concejo Municipal De La Paz;LA PAZ;;;;;;OK;EM;Contratado;Adquisicion De Material De Bioseguridad Para La Prevencion Del Contagio Del Coronavirus (Covid-19) En Centros De Salud Y Espacios Municipales A Cargo Del Concejo Municipal De La Paz
SICOES;ESTATAL;21/05/2020;;Gobierno Autonomo Municipal De Riberalta;BENI;;;;;OK;;CD;Contratado;Adquisicion De Dos Ventilador Mecanico Un Monitor Multiparametrico 10 Camas Hospitalarias Para Cuidados Intensivos Covid ? 19
SICOES;ESTATAL;21/05/2020;;Gobierno Autonomo Municipal De San Buenaventura;LA PAZ;;;;;;OK;EM;Contratado;Compra De Equipos De Bioseguridad E Insumos Medicos Por Emergencia Sanitaria Nacional Covid-19 Para El Municipio De San Buenaventura
SICOES;ESTATAL;28/05/2020;;Gobierno Autonomo Municipal De Yapacani;SANTA CRUZ;;;;;OK;;OF;Contratado;Equipamiento Con Ventilador Mecanico Para Sala De Aislamiento Covid 19 Ubicado En El Estadium
SICOES;ESTATAL;28/05/2020;;Gobierno Autonomo Municipal De Coripata;LA PAZ;;;;;;OK;CD;Contratado;Adquisicion De Material E Indumentaria De Bioseguridad Para Coronavirus (Covid -19), Para El Centro De Salud Integral De Coripata
SICOES;ESTATAL;28/05/2020;;Gobierno Autonomo Municipal De Viacha;LA PAZ;;;;;OK;;CM;Contratado;Prevencion Control Y Atencion Del Coronavirus, Seccional (Adquisicion De Mochilas Fumigadoras Para La Prevencion De Emergencia Sanitaria Covid-19)
SICOES;ESTATAL;28/05/2020;;Gobierno Autonomo Municipal De Santisima Trinidad;BENI;;;;OK;;;EM;Contratado;Adquisicion De Insumos Hospitalarios Para Adecuacion Del Centro De Salud Central-2do Nivel En Atencion Por Emergencia Sanitaria Covid -19
SICOES;ESTATAL;28/05/2020;;Corporacion Del Seguro Social Militar - Cossmil;POBLACION;;;;;;OK;CD;Contratado;Adquisicion De Overoles Descartables Insumo De Bioseguridad Para Combatir El Corona Virus (Covid-19), Para Almacen Central De Gerencia De Salud Y Agencia Regional Santa Cruz Codigo Gsl-Uc-Cd Nro. 013/2020
SICOES;ESTATAL;28/05/2020;;Gobierno Autonomo Municipal De Santa Ana;BENI;;;;OK;;;OF;Contratado;Adquisicion De Medicamentos E Insumos Medicos, Destinados Para La Prevencion, Control Y Atencion De La Emergencia Provocada Por El Coronavirus (Covid-19) De Acuerdo A Lo Establecido En El Decreto Supremo N∫ 4174.
SICOES;ESTATAL;28/05/2020;;Gobierno Autonomo Municipal De La Paz;LA PAZ;;;;;;OK;CD;Contratado;Adquisicion De Guantes Descartables Para La Atencion De Terapia Intensiva A Pacientes Covid 19-Gestion 2020
SICOES;ESTATAL;28/05/2020;;Gobierno Autonomo Municipal De Santa Ana;BENI;;;;;OK;;CM;Contratado;Adquisicion De Equipos De Oxigeno Medicinal Destinados Para La Atencion De Pacientes Con Coronavirus (Covid-19) Que Seran Atendidos De Acuerdo A La Ley N∫ 1152
SICOES;ESTATAL;29/05/2020;;Gobierno Autonomo Municipal De Yacuiba;TARIJA;;;;OK;;;CD;Contratado;Adquisicion De Insumos Para Dotar Los Lugares De Aislamiento Para Prevenir El Covid-19 Perteneciente Al Gobierno Municipal
SICOES;ESTATAL;29/05/2020;;Gobierno Autonomo Municipal De Potosi;POTOSI;;;;;OK;;CD;Contratado;Adquisicion De Lentes De Proteccion Antiparra Y Barbijos Clinicos Para Prevencion Y Control De Emergencia De Salud (Covid - 19) Equipamiento Centro De Salud M.D.
SICOES;ESTATAL;29/05/2020;;Gobierno AutÛnomo Departamental De La Paz;LA PAZ;;;;;;OK;EM;Contratado;Adquisicion De Insumos De Bioseguridad Para La Atencion De Emergencia Sanitaria Covid - 19
SICOES;ESTATAL;29/05/2020;;Gobierno Autonomo Municipal De Colquiri;LA PAZ;;;;OK;OK;;CM;Contratado;Prevencion Control Y Atencion Del Coronavirus (Adquisicion De Insumos Y Equipo De Proteccion Personal Covid-19)
SICOES;ESTATAL;29/05/2020;;Caja Petrolera De Salud Administracion Departamental Santa Cruz;SANTA CRUZ;;;;;OK;;CD;Contratado;AdquisiciÛn De Equipos De ComunicaciÛn (60 Televisores De 43 Smart Full Hd Con Soporte) Para El Centro De Aislamiento Andres IbaÒez Covid-19
SICOES;ESTATAL;29/05/2020;;Caja Petrolera De Salud Administracion Departamental Santa Cruz;SANTA CRUZ;;;;;OK;;CD;Contratado;AdquisiciÛn De Equipos De ComputaciÛn (10 Computadoras De Escritorio Y 10 Impresoras Multinacional) Para El Centro De Aislamiento Andres IbaÒez Plan De Contingencia Departamental Covid-19
SICOES;ESTATAL;29/05/2020;;Gobierno Autonomo Municipal De San Lucas;CHUQUISACA;;;;;OK;;CD;Contratado;Adquisicion De Equipamiento Medico E Instruemental Medico Para Combatir Con Covid-19 Para Los 29 Centros De Salud Del Municipio De San Lucas
SICOES;ESTATAL;29/05/2020;;Gobierno Autonomo Municipal De San Lucas;CHUQUISACA;;;;;OK;;CD;Contratado;AdquisiciÛn De Camas Hospitalarias Para Combatir Con Covid-19 Para Los 29 Centros De Salud Del Municipio San Lucas
SICOES;ESTATAL;29/05/2020;;Gobierno Autonomo Municipal De San Lucas;CHUQUISACA;;;;;;OK;CD;Contratado;Compra De Insumos De Bio Seguridad Para ProtecciÛn Y PrevenciÛn Contra El Coronavirus Covid-19 Para El Personal De Salud Municipio San Lucas
SICOES;ESTATAL;29/05/2020;;Gobierno Autonomo Municipal De San Lucas;CHUQUISACA;;;;;;OK;CD;Contratado;Compra De Materiales Para DesinfecciÛn E Insumos De Bio Seguridad Contra El Coronavirus Covid-19 Para El Personal Salud Municipio San Lucas
SICOES;ESTATAL;29/05/2020;;Caja Nacional De Salud (Regional Chuquisaca);CHUQUISACA;;;;;;OK;ANPE;En curso;Adquisicion De Material De Bioseguridad Barbijos, Mascaras Y Lentes De Proteccion Solicitado Por El Centro Centinela Covid-19
SICOES;ESTATAL;29/05/2020;;Caja Nacional De Salud (Regional Chuquisaca);CHUQUISACA;;;;;;OK;ANPE;En curso;Adquisicion De 5.000 Barbijos Kn 95 Solicitado Por Laboratorio Del Centro Centinela Covid-19
SICOES;ESTATAL;01/06/2020;;Gobierno Autonomo Municipal De Cochabamba;COCHABAMBA;;;;;;OK;CD;Contratado;Adquisicion De Material De Limpieza Para Los Centros De Salud De La Red Cercado Covid - 19
SICOES;ESTATAL;01/06/2020;;Caja Petrolera De Salud Departamental Cochabamba;COCHABAMBA;;;;;;OK;CD;Contratado;Adquisicion Mamelucos (Covid-19)
SICOES;ESTATAL;01/06/2020;;Gobierno Autonomo Municipal De Potosi;POTOSI;;;;;;OK;CM;Contratado;Adquisicion De Mochilas Fumigadoras Para El Covid-19 - Prevencion De Riesgos D-16
SICOES;ESTATAL;01/06/2020;;Caja Petrolera De Salud Departamental Cochabamba;COCHABAMBA;;;;;;OK;CD;Contratado;Adquisicion Elementos De Proteccion Personal Covid-19 (Mandil, Gorros Y Barbijo)
SICOES;ESTATAL;01/06/2020;;Caja Petrolera De Salud Departamental Cochabamba;COCHABAMBA;;;;;;OK;CD;Contratado;Adquisicion Batas Para Personal De Enfermeria (Covid-19)
SICOES;ESTATAL;01/06/2020;;Gobierno Autonomo Municipal De Santa Cruz De La Sierra;SANTA CRUZ;;;;;OK;;EM;Contratado;Adquisicion Por Emergencia De Hidrolavadoras Para La Prevencion Control Y Atencion De La Emergencia De Salud Publica Provocada Por El Coronavirus (Covid-19)
SICOES;ESTATAL;01/06/2020;;Gobierno AutÛnomo Departamental De Cochabamba;COCHABAMBA;;;;;OK;;CD;Contratado;Adquisicion De Mesas De Cama Para Comer,Soporte Rodante Para Suero De Acero Inox,Para El Servicio De Terapia Intensiva Covid-19 Del Hospital Clinico Viedma
SICOES;ESTATAL;01/06/2020;;Gobierno Autonomo Municipal De Santa Cruz De La Sierra;SANTA CRUZ;;;;;OK;;EM;Contratado;Adquisicion Por Emergencia De Sabanas Y Toallas Para Albergue De Pacientes Sospechosos De Covid-19, Para La Prevencion Control Y Atencion De La Emergencia De Salud Publica Provocada Por El Coronavirus (Covid-19)
SICOES;ESTATAL;01/06/2020;;Corporacion Del Seguro Social Militar - Cossmil;POBLACION;;;;;;OK;CD;Contratado;Adquisici„?N De Alcohol En Gel 60 ? 80 % 1 Litro Insumo De Bioseguridad Para Combatir El Corona Virus (Covid-19) Hospital Militar Central Agencias Regionales - Gerencia De Salud
SICOES;ESTATAL;02/06/2020;;Ministerio De Energias;POBLACION;;;;;;OK;OF;Contratado;Provision Y Dotacion De Material De Bioseguridad Y Material De Primeros Auxilios Para El Personal Del Per Ii Y Pevd Para Afrontar La Crisis Del Covid 19 - Marzo 2020
SICOES;ESTATAL;02/06/2020;;Gobierno Autonomo Municipal De Cochabamba;COCHABAMBA;;;;;;OK;CD;Contratado;Adquisicion De Mascarillas De Proteccion Facial-1 Para Establecimientos De Salud Red Cercado (Covid 19)
SICOES;ESTATAL;02/06/2020;;Gobierno Autonomo Municipal De Sena;PANDO;;;;;OK;;CD;Contratado;Equipamiento Sala De Aislamiento Para La Prevenci„?N, Control Y Atenci„?N De La Emergencia De Salud P„?Blica De Importancia Internacional Provocada Por El Coronavirus (Covid-19) Centro De Salud El Sena
SICOES;ESTATAL;02/06/2020;;Gobierno Autonomo Municipal De Cochabamba;COCHABAMBA;;;;;;OK;CD;Contratado;Adquisicion De Hipoclorito De Sodio Para Los Centros De Salud De La Red Cercado Covid-19
SICOES;ESTATAL;02/06/2020;;Servicio Departamental De Salud Chuquisaca;CHUQUISACA;;;;OK;;;CD;Contratado;AdquisiciÛn De Insumos Para El Fortalecimiento De Capacidades De Las Redes De Salud Para La AtenciÛn De Pacientes Con Sospecha Del Coronavirus Covid - 19 En Conformidad Al Decreto Supremo 4174 Para Sedes Chuquisaca.
SICOES;ESTATAL;02/06/2020;;Gobierno Autonomo Municipal De La Paz;LA PAZ;;;;;;OK;CD;Contratado;Adquisicion De Desinfectantes (Hdq) Neutral Para Prevencion Control Y Atencion Del Coronavirus Covid 19-Gestion 2020
SICOES;ESTATAL;03/06/2020;;Autoridad De FiscalizaciÛn Y Control De Pensiones Y Seguros - Aps;POBLACION;;;;;;OK;CM;Contratado;Adquisicion De Barbijos Y Guantes De Latex - Covid 19
SICOES;ESTATAL;03/06/2020;;Gobierno Autonomo Municipal De Sena;PANDO;;;OK;;;;CD;Contratado;Adquisici„?N De 4 C„ÅMaras De Desinfecci„?N Para La Prevenci„?N, Control Y Atenci„?N De La Emergencia De Salud P„?Blica De Importancia Internacional Provocada Por El Coronavirus (Covid-19) En El Municipio De Sena
SICOES;ESTATAL;03/06/2020;;Autoridad De FiscalizaciÛn Y Control De Pensiones Y Seguros - Aps;POBLACION;;;;;;OK;CM;Contratado;AdquisiciÛn De Alcohol En Gel, Lentes De Proteccion, Termometros Y Trajes De Bioseguridad Por Covid 19
SICOES;ESTATAL;03/06/2020;;Gobierno Autonomo Municipal De Guayaramerin;BENI;;;;;;OK;EM;Contratado;Primera Adquisicion De Prendas De Vestir Para La Emergencia Sanitaria Covid - 19 En El Municipio De Guayaramerin Correspondiente A La Gestuon 2020
SICOES;ESTATAL;03/06/2020;;Caja Nacional De Salud - Cns;POBLACION;;;;OK;;;CD;Contratado;Adquisicion De Productos Quimicos Farmaceuticos-Medicamentos Covid-19 Lote 4
SICOES;ESTATAL;03/06/2020;;Gobierno Autonomo Municipal De Carapari;TARIJA;;;;OK;;;OF;Contratado;Implementacion Unidad De Riesgo ( Adquisicion De Materiales E Insumos Para La Prevencion De La Emergencia Sanitaria Del Coronavirus Covid-19).
SICOES;ESTATAL;03/06/2020;;Caja Nacional De Salud - Cns;POBLACION;;;;OK;;;CD;Contratado;Adquisicion De Productos Quimicos Farmaceuticos-Medicamentos Covid-19 Lote 12
SICOES;ESTATAL;03/06/2020;;Gobierno Autonomo Municipal De Carapari;TARIJA;;;;;;OK;OF;Contratado;Prevenci„??N Mitigacion Desastres Naturales Y Adaptaci„??N Al Cambio Climatico 2da. Seccion Carapari (Adquisici„??N De Material De Bioseguridad Para La Prevenci„??N Del Coronavirus Covid-19).
SICOES;ESTATAL;03/06/2020;;Gobierno Autonomo Municipal De Oruro;ORURO;;;;;OK;;CM;Contratado;6 Termomagneticos 2x50 A, 2 Termomagneticos 2x2 A,3 Cajas TÈrmicas De 2 Pares, 5 Terminal De Empalme De 35 Mm, 5 Interruptor De Sobreponer 16 A,............(D..Ie.S.D- Centro De Aislamiento Covid-19, Bloque B Alm.00641/20
SICOES;ESTATAL;03/06/2020;;Gobierno Autonomo Municipal De Calamarca;LA PAZ;;;OK;;;;CM;Contratado;Adquisicion De 12 Gabinetes De Fumigacion Y Desinfeccion Para La Prevencion Pandemia Covid - 19
SICOES;ESTATAL;03/06/2020;;Gobierno Autonomo Municipal De Santa Cruz De La Sierra;SANTA CRUZ;;;;;OK;;EM;Contratado;Adquisicion Por Emergencia De Equipamiento Y Enseres Para La Implementacion De Centros De Aislamiento, Para La Prevencion, Control Y Atencion De La Emergencia De Salud Publica, Provocada Por El Covid-19, Para Redes De Salud, Sms
SICOES;ESTATAL;03/06/2020;;Gobierno Autonomo Municipal De Santa Cruz De La Sierra;SANTA CRUZ;;;;OK;;;CD;Contratado;Adquisicion De Insumos, Para La Prevencion Control Y Atencion De La Emergencia De Salud Publica Provocada Por El Coronavirus (Covid-19), En El Marco Del Decreto Supremo N∫ 4174
SICOES;ESTATAL;03/06/2020;;Gobierno Autonomo Municipal De Yacuiba;TARIJA;;;;;OK;;EM;Contratado;Adquisicion De Materiales Para Atender La Emergencia Sanitaria Por El Covid-19 Del Municipio De Yacuiba
SICOES;ESTATAL;04/06/2020;;Gobierno Autonomo Municipal De Yacuiba;TARIJA;;;;OK;;;CD;Contratado;Adquisicion De Insumos Para Los Establecimientos De Salud De 1er Y 2do Nivel Y Funcionamiento Del Gamy Prevenir El Covid-19
SICOES;ESTATAL;04/06/2020;;Caja Petrolera De Salud-Instituto Oncologico Nacional;POBLACION;;;;OK;OK;;ANPE;Adjudicado;Adquisicion De Equipos De Proteccion Personal (Epp) E Insumos Ante Contingencias Covid 19 Para El Ion-Cps Gestion 2020
SICOES;ESTATAL;04/06/2020;;Gobierno Autonomo Municipal De Sena;PANDO;;;;;OK;;CD;Contratado;Adquisici„??N De Equipos De Desinfecci„??N (Mochilas Fumigadoras) Para Prevenci„??N, Control Y Atenci„??N De La Emergencia De Salud Publica De Importancia Internacional Provocada Por Le Coronavirus (Covid-19) Centro De Salud El Sena
SICOES;ESTATAL;04/06/2020;;Gobierno AutÛnomo Departamental De Cochabamba;COCHABAMBA;;;OK;;;;CD;Contratado;Adquisicion De Vitrina Para El Servicio De Triaje Covid-19 Del Hospital Clinico Viedma
SICOES;ESTATAL;04/06/2020;;Gobierno Autonomo Municipal De La Paz;LA PAZ;;;;;;OK;EM;Contratado;Adquisicion De Overoles Descartables Para Atenci„?N Del Coronavirus-Covid 19
SICOES;ESTATAL;05/06/2020;;Gobierno Autonomo Municipal De Riberalta;BENI;;;;;;OK;CD;Contratado;Adquisicion De Indumentaria De Bioseguridad Para Emergencia Sanitaria Covid ? 19 Fase 1
SICOES;ESTATAL;05/06/2020;;Gobierno Autonomo Municipal De Sacaba;COCHABAMBA;;;;OK;OK;;CM;Contratado;Servicios Y Equipamiento Establecimientos De 1er Nivel: Tuscapujio, Pacata Distrito 3, El Abra, Catachilla Alta, San Juan De Dios Y Quintanilla (Adquisicion De Insumos Y Material De Limpieza Para Prevension Del Coronavirus Covid-19)
SICOES;ESTATAL;05/06/2020;;Gobierno Autonomo Municipal De Potosi;POTOSI;;;;;;OK;CD;Contratado;Adquisicion De Barbijos N-95 Para Prevencion Y Control De Emergencia De Salud Publica Provocado Por El Covid-19 - Servicios De Salud Universal Y Gratuita - Sus
SICOES;ESTATAL;05/06/2020;;Caja Petrolera De Salud Administracion Departamental Santa Cruz;SANTA CRUZ;;;;;;OK;CD;Contratado;Adquisicion De Batas Y Botas Y Gorros Impermeables Para Ejecucion Del Plan De Contingencia Departamental Coronavirus Covid-19 Unid. Jftra. Dptal. De Servicio De Salud Cps (Ds 4174 Coronavirus Covid 19)
SICOES;ESTATAL;05/06/2020;;Servicio Departamental De Salud La Paz Sedes;LA PAZ;;;;;;OK;CM;Contratado;Adquisicion De Alcohol Medicinal Para Covid - 19
SICOES;ESTATAL;05/06/2020;;Servicio Departamental De Salud La Paz Sedes;LA PAZ;;;;;;OK;CM;Contratado;Adquisicion De Desinfectante Liquido Para Covid - 19
SICOES;ESTATAL;05/06/2020;;Gobierno Autonomo Municipal De Papel Pampa;LA PAZ;;;;;;OK;CM;Contratado;Covid 19 (Compra De Material De Limpieza, Insumos De Bioseguridad, Equipamiento De Bioseguridad - 6 Establecimientos De Salud Gam Papel Pampa)
SICOES;ESTATAL;05/06/2020;;Gobierno Autonomo Municipal De Yapacani;SANTA CRUZ;;;;OK;;;OF;Contratado;Compra De Material Medico Para Sala De Aislamiento Covid 19
SICOES;ESTATAL;05/06/2020;;Gobierno Autonomo Municipal De Oruro;ORURO;;;;;OK;;CM;Contratado;13 Toma Shucko De 2 Salidas Solera, 16 Toma Shucko De 3 Salidas, 7 Termomagneticos 2x25 A , 6 Termomagneticos 2x16 A , 13 Cajas Termicas Para 1 Par, 8 Toma Shucko De 1 Salida Con Tapa,..........................(D.I.E.S.D. - Centro De Aislamiento Covid-19 Bloque A Alm-P-00642/20)
SICOES;ESTATAL;08/06/2020;;Caja Petrolera De Salud-Administracion Sub Zonal Villamontes;TARIJA;;;;OK;;;CD;Contratado;Adquisicion De Insumos Medicos (Epp) Por Emergencia Nacional Covid-19 Para La Cps Sub Zonal Villa Montes
SICOES;ESTATAL;08/06/2020;;Gobierno AutÛnomo Departamental De PotosÌ;POTOSI;;;;OK;;;CD;Contratado;Adquisicion De Instrumental Menor Medico Quirurgico (Lentes Anti Parra) Covid - 19 Sedes Potosi
SICOES;ESTATAL;08/06/2020;;Gobierno Autonomo Municipal De Santa Cruz De La Sierra;SANTA CRUZ;;;;;;OK;EM;Contratado;Adquisicion Por Emergencia De Maquinas Fumigadoras, Para La Prevencion, Control Y Atencion De La Emergencia De Salud Publica Provocada Por El Coronavirus (Covid-19)
SICOES;ESTATAL;08/06/2020;;Gobierno Autonomo Municipal De La Paz;LA PAZ;;;;;OK;;CD;Contratado;Adquisicion De Tubos, Mango Bacteriologico, Asa Bacteriologica, Tips, Cubreobjetos Y Jeringas Para La Atencion De Terapia Intensiva A Pacientes Covid 19-Gestion 2020
SICOES;ESTATAL;08/06/2020;;Gobierno Autonomo Municipal De Huanuni (Villa Huanuni);ORURO;;;;;OK;;CD;Contratado;Adquisicion De Equipamiento Para El Area De Aislamiento Covid - 19, Escritorios, Sillon, Casilleros, Sillas Y Estufas
SICOES;ESTATAL;08/06/2020;;Gobierno AutÛnomo Departamental De PotosÌ;POTOSI;;;;;;OK;CD;Contratado;Adquisicion De Material De Limpieza (Jabon Antibacterial 5 Litros )Para Covid -19 Sedes Potosi
SICOES;ESTATAL;08/06/2020;;Ministerio De Salud;POBLACION;;;;OK;;;OF;Contratado;Adquisicion De Medicamentos, Insumos Y Reactivos Para La Emergencia Sanitaria Nacional Covid-19 (1er. Lote)
SICOES;ESTATAL;08/06/2020;;Gobierno Autonomo Municipal De Santa Cruz De La Sierra;SANTA CRUZ;;;;OK;;;CD;Contratado;Adquisicion De Insumos (Segunda Compra), Para La Prevencion Control Y Atencion De La Emergencia De Salud Publica Provocada Por El Coronavirus (Covid-19), En El Marco Del Decreto Supremo N∫ 4174 De 04 De Marzo De 2020
AISESM;ESTATAL;15/04/2020;;Agencia de Infraestructura en Salud y Equipamiento MÈdico;POBLACION;;;OK;OK;OK;;CONVOCATORIA A EXPRESIONES DE INTERES PARA BASE DE PROVEEDORES;Publicado;La AISEM invita a potenciales proponentes a presentar manifestaciones de interÈs para la contrataciÛn de Obras de AmpliaciÛn, AdecuaciÛn y Equipamiento del Centro de Salud Trinidad (Central) del Municipio de Trinidad del Departamento del Beni.
AISESM;ESTATAL;13/04/2020;;Agencia de Infraestructura en Salud y Equipamiento MÈdico;POBLACION;;;OK;OK;OK;;LICITACION P⁄BLICA INTERNACIONAL;Publicado;ContrataciÛn de DiseÒo, ConstrucciÛn y Equipamiento de los Hospitales de Segundo Nivel de los municipios de VillazÛn, y Tupiza del departamento de PotosÌ, y de los municipios de Camiri del Departamento de Santa Cruz y municipio de Monteagudo del Departamento de Chuquisaca
AISESM;ESTATAL;16/04/2020;;Agencia de Infraestructura en Salud y Equipamiento MÈdico;POBLACION;;;OK;OK;OK;;CONVOCATORIA A EXPRESIONES DE INTERES PARA BASE DE PROVEEDORES;En EvaluaciÛn;La Agencia de Infraestructura en Salud y Equipamiento MÈdico (AISEM) a consecuencia de los hechos que se vienen suscitando respecto a la propagaciÛn del COVID-19, invita a empresas a presentar EXPRESIONES DE INTER…S para conformar la Base de Proveedores de Equipamiento MÈdico, para los siguientes items.
AISESM;ESTATAL;08/04/2020;;Agencia de Infraestructura en Salud y Equipamiento MÈdico;POBLACION;;;OK;OK;OK;;CONVOCATORIA A EXPRESIONES DE INTERES PARA BASE DE PROVEEDORES;En EvaluaciÛn;La Agencia de Infraestructura en Salud y Equipamiento MÈdico (AISEM) a consecuencia de los hechos que se vienen suscitando respecto a la propagaciÛn del COVID-19, invita a empresas a presentar EXPRESIONES DE INTER…S para conformar la Base de Proveedores de Equipamiento MÈdico, para los siguientes items.
AISESM;ESTATAL;08/04/2020;;Agencia de Infraestructura en Salud y Equipamiento MÈdico;POBLACION;;;OK;OK;OK;;CONVOCATORIA A EXPRESIONES DE INTERES PARA BASE DE PROVEEDORES;En EvaluaciÛn;La Agencia de Infraestructura en Salud y Equipamiento MÈdico (AISEM) a consecuencia de los hechos que se vienen suscitando respecto a la propagaciÛn del COVID-19, invita a empresas a presentar EXPRESIONES DE INTER…S para la provisiÛn de EQUIPOS DE PROTECCI”N PERSONAL
AISESM;ESTATAL;17/03/2020;;Agencia de Infraestructura en Salud y Equipamiento MÈdico;POBLACION;;;OK;OK;OK;;CONVOCATORIA A EXPRESIONES DE INTERES PARA BASE DE PROVEEDORES;En EvaluaciÛn;"La AISEM invita a empresas proponentes a presentar manifestaciones de interÈs para el Servicio de SupervisiÛn TÈcnica para el Mantenimiento y ReparaciÛn de la Infraestructura de los siguientes establecimientos Hospitalarios de tercer nivel:
- Hospital Presidente German Busch del departamento del Beni
- Hospital de la Mujer Dr. Percy Boland Rodriguez del departamento de Santa Cruz"
